Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron,OpSys,Containers,BlockchainOrg,BlockchainIs
3133,JavaScript,,,,,,,,Visual Studio Code,,,,
3133,Python,,,,,,,,,,,,
3133,Rust,,,,,,,,,,,,
3133,SQL,,,,,,,,,,,,
3140,HTML/CSS,Java,DynamoDB,DynamoDB,AWS,AWS,jQuery,Angular/Angular.js,IntelliJ,,,,
3140,Java,Other(s):,,Elasticsearch,Docker,Docker,Spring,jQuery,Sublime Text,,,,
3140,JavaScript,,,,,,,React.js,Vim,,,,
3140,,,,,,,,Spring,,,,,
3140,,,,,,,,Vue.js,,,,,
3142,HTML/CSS,Go,DynamoDB,DynamoDB,AWS,AWS,Flask,Flask,IntelliJ,,,,
3142,Java,Python,Oracle,Redis,Docker,Slack,,,Visual Studio Code,,,,
3142,JavaScript,,,,Heroku,,,,,,,,
3142,Python,,,,Kubernetes,,,,,,,,
3145,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Oracle,,,Angular/Angular.js,Angular/Angular.js,Sublime Text,,,,
3145,C#,C#,,,,,ASP.NET,ASP.NET,Visual Studio,,,,
3145,HTML/CSS,Python,,,,,,,,,,,
3145,JavaScript,SQL,,,,,,,,,,,
3145,Python,TypeScript,,,,,,,,,,,
3145,SQL,,,,,,,,,,,,
3145,TypeScript,,,,,,,,,,,,
3150,C,C++,PostgreSQL,MongoDB,Linux,Linux,jQuery,Angular/Angular.js,Eclipse,,,,
3150,C++,HTML/CSS,SQLite,PostgreSQL,Windows,Windows,,jQuery,IntelliJ,,,,
3150,HTML/CSS,JavaScript,,SQLite,,,,React.js,Notepad++,,,,
3150,JavaScript,Python,,,,,,Other(s):,Visual Studio,,,,
3150,Other(s):,,,,,,,,Visual Studio Code,,,,
3151,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,ASP.NET,Notepad++,,,,
3151,C#,HTML/CSS,,Redis,,,ASP.NET,React.js,Visual Studio,,,,
3151,HTML/CSS,JavaScript,,,,,jQuery,Vue.js,Visual Studio Code,,,,
3151,JavaScript,SQL,,,,,React.js,,,,,,
3151,SQL,TypeScript,,,,,,,,,,,
3152,Java,Java,MongoDB,MySQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ,,,,
3152,JavaScript,JavaScript,MySQL,,Kubernetes,Linux,jQuery,jQuery,Vim,,,,
3152,,,Redis,,Linux,,Spring,Spring,,,,,
3152,,,,,,,Other(s):,Vue.js,,,,,
3152,,,,,,,,Other(s):,,,,,
3153,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Docker,Docker,Angular/Angular.js,Express,Eclipse,,,,
3153,C,HTML/CSS,MySQL,MongoDB,Google Cloud Platform,Google Cloud Platform,jQuery,React.js,Notepad++,,,,
3153,HTML/CSS,JavaScript,,MySQL,IBM Cloud or Watson,IBM Cloud or Watson,React.js,Ruby on Rails,Visual Studio Code,,,,
3153,Java,Python,,,Linux,Linux,,Vue.js,,,,,
3153,JavaScript,TypeScript,,,Windows,,,,,,,,
3153,PHP,WebAssembly,,,WordPress,,,,,,,,
3153,Python,,,,,,,,,,,,
3153,TypeScript,,,,,,,,,,,,
3155,Other(s):,Bash/Shell/PowerShell,,,,Docker,Express,Express,Eclipse,,,,
3155,,JavaScript,,,,,,Other(s):,Vim,,,,
3155,,Python,,,,,,,Visual Studio Code,,,,
3155,,R,,,,,,,,,,,
3156,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,Angular/Angular.js,Express,Vim,,,,
3156,C#,Go,Microsoft SQL Server,PostgreSQL,Linux,Google Cloud Platform,ASP.NET,React.js,Visual Studio,,,,
3156,HTML/CSS,HTML/CSS,,Redis,Microsoft Azure,Linux,Express,Vue.js,Visual Studio Code,,,,
3156,JavaScript,JavaScript,,,Raspberry Pi,Raspberry Pi,React.js,,,,,,
3156,,Rust,,,Windows,,Vue.js,,,,,,
3156,,TypeScript,,,,,,,,,,,
3159,Bash/Shell/PowerShell,C,MySQL,Redis,Linux,iOS,Flask,Flask,Vim,,,,
3159,C#,C++,Oracle,,,Linux,React.js,,Visual Studio Code,,,,
3159,HTML/CSS,C#,PostgreSQL,,,Microsoft Azure,,,,,,,
3159,JavaScript,Python,,,,,,,,,,,
3159,Python,R,,,,,,,,,,,
3159,SQL,,,,,,,,,,,,
3163,C,HTML/CSS,MySQL,MySQL,Linux,Android,Angular/Angular.js,Angular/Angular.js,Eclipse,,,,
3163,C++,Java,Oracle,Oracle,Raspberry Pi,Arduino,jQuery,React.js,Sublime Text,,,,
3163,HTML/CSS,JavaScript,,PostgreSQL,Windows,AWS,,Spring,Vim,,,,
3163,Java,SQL,,,,,,,,,,,
3163,JavaScript,,,,,,,,,,,,
3163,SQL,,,,,,,,,,,,
3164,C++,C++,Other(s):,Other(s):,Windows,Linux,,ASP.NET,Emacs,,,,
3164,C#,C#,,,,MacOS,,Other(s):,Notepad++,,,,
3164,SQL,Other(s):,,,,Windows,,,Visual Studio,,,,
3164,,,,,,,,,Visual Studio Code,,,,
3165,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,AWS,Spring,Spring,IntelliJ,,,,
3165,C,Dart,,PostgreSQL,,Docker,,,Notepad++,,,,
3165,C++,Java,,Redis,,Kubernetes,,,Vim,,,,
3165,HTML/CSS,Kotlin,,,,Microsoft Azure,,,Visual Studio Code,,,,
3165,Java,Rust,,,,,,,,,,,
3165,,WebAssembly,,,,,,,,,,,
3173,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Windows,Windows,jQuery,Angular/Angular.js,IntelliJ,,,,
3173,Java,Java,Oracle,Microsoft SQL Server,,,Spring,ASP.NET,Sublime Text,,,,
3173,JavaScript,JavaScript,,MySQL,,,,jQuery,,,,,
3173,SQL,TypeScript,,Oracle,,,,Spring,,,,,
3174,HTML/CSS,HTML/CSS,MongoDB,Oracle,,,Angular/Angular.js,Angular/Angular.js,Sublime Text,,,,
3174,JavaScript,JavaScript,Oracle,,,,,,,,,,
3174,TypeScript,TypeScript,,,,,,,,,,,
3177,C#,C#,Oracle,Oracle,Windows,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio,,,,
3177,HTML/CSS,HTML/CSS,,,,Windows,ASP.NET,ASP.NET,Visual Studio Code,,,,
3177,JavaScript,JavaScript,,,,,jQuery,,,,,,
3177,TypeScript,TypeScript,,,,,,,,,,,
3180,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,AWS,Arduino,Angular/Angular.js,ASP.NET,IntelliJ,,,,
3180,C#,C#,Microsoft SQL Server,SQLite,Docker,AWS,ASP.NET,React.js,Sublime Text,,,,
3180,Go,Elixir,PostgreSQL,,Other(s):,Docker,React.js,Vue.js,Vim,,,,
3180,HTML/CSS,Erlang,SQLite,,,Google Cloud Platform,Spring,,Visual Studio Code,,,,
3180,Java,F#,Other(s):,,,Heroku,,,,,,,
3180,JavaScript,Go,,,,iOS,,,,,,,
3180,Python,HTML/CSS,,,,Kubernetes,,,,,,,
3180,SQL,JavaScript,,,,MacOS,,,,,,,
3180,TypeScript,SQL,,,,Other(s):,,,,,,,
3180,,WebAssembly,,,,,,,,,,,
3180,,Other(s):,,,,,,,,,,,
3181,Bash/Shell/PowerShell,Kotlin,PostgreSQL,PostgreSQL,AWS,AWS,,,IntelliJ,,,,
3181,HTML/CSS,Scala,,,Docker,Docker,,,Visual Studio Code,,,,
3181,Scala,Other(s):,,,Kubernetes,Kubernetes,,,,,,,
3181,SQL,,,,MacOS,MacOS,,,,,,,
3182,HTML/CSS,HTML/CSS,Firebase,Firebase,Android,Arduino,Angular/Angular.js,Angular/Angular.js,Sublime Text,,,,
3182,Java,JavaScript,MongoDB,MongoDB,IBM Cloud or Watson,AWS,Express,Express,,,,,
3182,JavaScript,TypeScript,PostgreSQL,,Linux,Google Cloud Platform,React.js,React.js,,,,,
3182,TypeScript,,,,Slack,IBM Cloud or Watson,Spring,,,,,,
3182,,,,,,Linux,,,,,,,
3182,,,,,,Slack,,,,,,,
3185,Bash/Shell/PowerShell,Go,MongoDB,Cassandra,Docker,Kubernetes,Other(s):,,IntelliJ,,,,
3185,Python,Rust,PostgreSQL,Elasticsearch,Kubernetes,Linux,,,,,,,
3185,Scala,Scala,Redis,MongoDB,MacOS,Raspberry Pi,,,,,,,
3185,SQL,,,Redis,Raspberry Pi,,,,,,,,
3185,,,,,Slack,,,,,,,,
3187,Bash/Shell/PowerShell,C#,DynamoDB,MySQL,AWS,AWS,jQuery,Vue.js,IntelliJ,,,,
3187,HTML/CSS,Kotlin,MySQL,PostgreSQL,Linux,Docker,Vue.js,,Notepad++,,,,
3187,JavaScript,PHP,,,Windows,Linux,,,PHPStorm,,,,
3187,PHP,SQL,,,,Windows,,,Visual Studio Code,,,,
3187,SQL,TypeScript,,,,,,,,,,,
3187,TypeScript,,,,,,,,,,,,
3196,C#,JavaScript,MariaDB,,Android,Android,Django,Angular/Angular.js,Eclipse,,,,
3196,Python,,MySQL,,Arduino,Arduino,,Django,Emacs,,,,
3196,,,PostgreSQL,,,Raspberry Pi,,React.js,Visual Studio,,,,
3197,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Oracle,Google Cloud Platform,Android,,Angular/Angular.js,Eclipse,,,,
3197,Java,Go,Oracle,PostgreSQL,Linux,AWS,,jQuery,Emacs,,,,
3197,Python,HTML/CSS,,Redis,MacOS,Docker,,Spring,IntelliJ,,,,
3197,,Java,,,Windows,Linux,,,Notepad++,,,,
3197,,JavaScript,,,,Raspberry Pi,,,,,,,
3197,,Kotlin,,,,Windows,,,,,,,
3197,,Python,,,,,,,,,,,
3197,,Scala,,,,,,,,,,,
3197,,SQL,,,,,,,,,,,
3197,,TypeScript,,,,,,,,,,,
3200,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Docker,AWS,jQuery,jQuery,IPython / Jupyter,,,,
3200,C++,C++,PostgreSQL,,Linux,Docker,,,NetBeans,,,,
3200,HTML/CSS,HTML/CSS,,,WordPress,Linux,,,RStudio,,,,
3200,Java,JavaScript,,,,Raspberry Pi,,,Vim,,,,
3200,JavaScript,Python,,,,WordPress,,,,,,,
3200,PHP,R,,,,,,,,,,,
3200,Python,SQL,,,,,,,,,,,
3200,R,,,,,,,,,,,,
3200,SQL,,,,,,,,,,,,
3202,C#,C#,Microsoft SQL Server,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio,,,,
3202,HTML/CSS,Go,MySQL,MongoDB,AWS,AWS,ASP.NET,ASP.NET,IntelliJ,,,,
3202,Java,HTML/CSS,Redis,Microsoft SQL Server,Google Cloud Platform,Docker,jQuery,jQuery,Notepad++,,,,
3202,JavaScript,Java,SQLite,MySQL,Microsoft Azure,Google Cloud Platform,Laravel,React.js,Visual Studio,,,,
3202,PHP,JavaScript,,Redis,Windows,iOS,,,,,,,
3202,SQL,Kotlin,,SQLite,,Linux,,,,,,,
3202,,Python,,,,Microsoft Azure,,,,,,,
3202,,SQL,,,,Windows,,,,,,,
3202,,TypeScript,,,,,,,,,,,
3204,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,PostgreSQL,AWS,AWS,Django,Django,Vim,,,,
3204,C,Go,MongoDB,SQLite,Docker,Kubernetes,,,,,,,
3204,Go,Python,Oracle,,Heroku,Linux,,,,,,,
3204,Java,,PostgreSQL,,Linux,Other(s):,,,,,,,
3204,Python,,SQLite,,Raspberry Pi,,,,,,,,
3206,Java,Go,Elasticsearch,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio,,,,
3206,JavaScript,Java,MongoDB,MySQL,AWS,AWS,jQuery,jQuery,Atom,,,,
3206,PHP,JavaScript,MySQL,Other(s):,Docker,Docker,Laravel,React.js,Eclipse,,,,
3206,Python,Kotlin,Oracle,,Heroku,Kubernetes,Spring,Spring,IntelliJ,,,,
3206,SQL,Python,Other(s):,,Linux,Linux,,,NetBeans,,,,
3206,,Scala,,,Windows,MacOS,,,Notepad++,,,,
3206,,SQL,,,,Windows,,,Vim,,,,
3207,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,jQuery,React.js,Notepad++,,,,
3207,HTML/CSS,HTML/CSS,MongoDB,Redis,WordPress,WordPress,Spring,Other(s):,PHPStorm,,,,
3207,Java,JavaScript,MySQL,,,,Other(s):,,Vim,,,,
3207,JavaScript,PHP,,,,,,,,,,,
3207,PHP,SQL,,,,,,,,,,,
3207,SQL,TypeScript,,,,,,,,,,,
3207,,Other(s):,,,,,,,,,,,
3209,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Google Cloud Platform,Google Cloud Platform,,,Vim,,,,
3209,C,C,PostgreSQL,Redis,Linux,Kubernetes,,,,,,,
3209,Go,Go,Redis,SQLite,Slack,Linux,,,,,,,
3209,HTML/CSS,HTML/CSS,SQLite,,,Slack,,,,,,,
3209,PHP,PHP,,,,,,,,,,,
3209,Python,Ruby,,,,,,,,,,,
3209,Ruby,SQL,,,,,,,,,,,
3209,SQL,,,,,,,,,,,,
3211,Java,Java,Firebase,Firebase,Android,Android,,,Android Studio,,,,
3211,Kotlin,Kotlin,Oracle,Oracle,Arduino,MacOS,,,IntelliJ,,,,
3211,Python,Python,,,MacOS,Slack,,,IPython / Jupyter,,,,
3211,SQL,SQL,,,Slack,Windows,,,PyCharm,,,,
3211,,,,,Windows,,,,Sublime Text,,,,
3212,C#,C++,Microsoft SQL Server,,Android,Arduino,Angular/Angular.js,,Android Studio,,,,
3212,HTML/CSS,Kotlin,SQLite,,Microsoft Azure,AWS,ASP.NET,,Notepad++,,,,
3212,Java,Objective-C,,,Windows,Docker,,,Visual Studio,,,,
3212,JavaScript,,,,,Google Cloud Platform,,,Visual Studio Code,,,,
3212,SQL,,,,,iOS,,,,,,,
3212,TypeScript,,,,,Kubernetes,,,,,,,
3212,,,,,,Linux,,,,,,,
3212,,,,,,MacOS,,,,,,,
3212,,,,,,Raspberry Pi,,,,,,,
3213,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Linux,ASP.NET,Angular/Angular.js,Vim,,,,
3213,C#,C#,,,,Windows,jQuery,ASP.NET,Visual Studio,,,,
3213,HTML/CSS,HTML/CSS,,,,,,jQuery,Visual Studio Code,,,,
3213,JavaScript,JavaScript,,,,,,,,,,,
3213,SQL,Rust,,,,,,,,,,,
3213,,SQL,,,,,,,,,,,
3213,,TypeScript,,,,,,,,,,,
3215,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,AWS,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++,,,,
3215,C#,C#,Oracle,Oracle,Microsoft Azure,Linux,ASP.NET,ASP.NET,Vim,,,,
3215,HTML/CSS,HTML/CSS,SQLite,SQLite,Windows,Microsoft Azure,jQuery,jQuery,Visual Studio,,,,
3215,JavaScript,JavaScript,,Other(s):,WordPress,Windows,,,Visual Studio Code,,,,
3215,SQL,SQL,,,,,,,,,,,
3215,TypeScript,TypeScript,,,,,,,,,,,
3217,Bash/Shell/PowerShell,Java,Cassandra,PostgreSQL,Docker,Docker,,,,,,,
3217,Java,,Other(s):,,Linux,Linux,,,,,,,
3222,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,AWS,AWS,React.js,React.js,Notepad++,,,,
3222,C,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,,Vue.js,Visual Studio,,,,
3222,C++,JavaScript,MySQL,MySQL,Linux,Kubernetes,,,Visual Studio Code,,,,
3222,C#,SQL,Redis,PostgreSQL,MacOS,Linux,,,,,,,
3222,F#,TypeScript,,Redis,Raspberry Pi,MacOS,,,,,,,
3222,HTML/CSS,,,,Slack,Raspberry Pi,,,,,,,
3222,JavaScript,,,,Windows,Slack,,,,,,,
3222,SQL,,,,,Windows,,,,,,,
3222,TypeScript,,,,,,,,,,,,
3223,C#,JavaScript,Microsoft SQL Server,Firebase,Windows,Android,ASP.NET,React.js,Visual Studio Code,,,,
3223,HTML/CSS,TypeScript,,MongoDB,,AWS,jQuery,Vue.js,,,,,
3223,JavaScript,,,,,Docker,React.js,,,,,,
3223,SQL,,,,,,,,,,,,
3223,TypeScript,,,,,,,,,,,,
3226,C#,C#,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio,,,,
3226,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Docker,Docker,ASP.NET,ASP.NET,Visual Studio Code,,,,
3226,JavaScript,JavaScript,,Firebase,MacOS,MacOS,,Express,,,,,
3226,TypeScript,TypeScript,,MongoDB,Slack,Slack,,React.js,,,,,
3226,,,,PostgreSQL,,,,,,,,,
3227,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Windows,Android,Spring,Flask,Android Studio,,,,
3227,Java,Java,Microsoft SQL Server,MongoDB,,Docker,,React.js,Eclipse,,,,
3227,SQL,,SQLite,,,Google Cloud Platform,,Spring,IntelliJ,,,,
3227,,,,,,Heroku,,,Notepad++,,,,
3227,,,,,,Windows,,,,,,,
3228,HTML/CSS,C,Microsoft SQL Server,,Linux,Arduino,Django,,Sublime Text,,,,
3228,JavaScript,C++,MySQL,,Raspberry Pi,AWS,Flask,,Vim,,,,
3228,PHP,Java,PostgreSQL,,Windows,,jQuery,,,,,,
3228,Python,,Redis,,,,,,,,,,
3228,SQL,,,,,,,,,,,,
3228,VBA,,,,,,,,,,,,
3229,HTML/CSS,HTML/CSS,Firebase,Firebase,WordPress,,Angular/Angular.js,Angular/Angular.js,Sublime Text,,,,
3229,JavaScript,JavaScript,MongoDB,MongoDB,,,React.js,React.js,Visual Studio Code,,,,
3229,PHP,SQL,MySQL,MySQL,,,,,,,,,
3229,SQL,TypeScript,,,,,,,,,,,
3229,TypeScript,,,,,,,,,,,,
3230,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,Android,AWS,ASP.NET,ASP.NET,Android Studio,,,,
3230,C,C,Microsoft SQL Server,DynamoDB,Heroku,Heroku,Express,Django,Atom,,,,
3230,C++,C++,MySQL,Firebase,Linux,Linux,jQuery,Express,IPython / Jupyter,,,,
3230,Dart,Dart,PostgreSQL,MongoDB,Windows,Windows,React.js,jQuery,Notepad++,,,,
3230,HTML/CSS,Erlang,Redis,MySQL,WordPress,,,Ruby on Rails,RStudio,,,,
3230,JavaScript,Go,SQLite,PostgreSQL,,,,,Sublime Text,,,,
3230,Objective-C,JavaScript,,Redis,,,,,Vim,,,,
3230,PHP,Python,,,,,,,Visual Studio Code,,,,
3230,Python,R,,,,,,,,,,,
3230,R,SQL,,,,,,,,,,,
3230,SQL,,,,,,,,,,,,
3232,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Firebase,Linux,Android,Angular/Angular.js,Angular/Angular.js,Android Studio,,,,
3232,C#,C#,Microsoft SQL Server,MariaDB,Slack,Docker,ASP.NET,ASP.NET,Atom,,,,
3232,HTML/CSS,HTML/CSS,MySQL,Microsoft SQL Server,Windows,Google Cloud Platform,jQuery,Django,Eclipse,,,,
3232,Java,Java,PostgreSQL,MySQL,WordPress,iOS,,jQuery,IntelliJ,,,,
3232,JavaScript,JavaScript,,PostgreSQL,,Linux,,React.js,IPython / Jupyter,,,,
3232,PHP,PHP,,,,Slack,,Spring,Notepad++,,,,
3232,Python,Python,,,,Windows,,Vue.js,Visual Studio,,,,
3232,SQL,SQL,,,,WordPress,,,Visual Studio Code,,,,
3232,,Swift,,,,,,,Xcode,,,,
3232,,TypeScript,,,,,,,,,,,
3232,,WebAssembly,,,,,,,,,,,
3233,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,AWS,AWS,Other(s):,Other(s):,IPython / Jupyter,,,,
3233,C#,Python,PostgreSQL,SQLite,Docker,Docker,,,Vim,,,,
3233,Java,R,SQLite,,Linux,Linux,,,,,,,
3233,Python,Ruby,,,,,,,,,,,
3233,R,Rust,,,,,,,,,,,
3233,Scala,Scala,,,,,,,,,,,
3233,SQL,SQL,,,,,,,,,,,
3238,HTML/CSS,Clojure,MySQL,DynamoDB,AWS,AWS,Django,Django,Visual Studio Code,,,,
3238,JavaScript,Go,PostgreSQL,Elasticsearch,Docker,Docker,Flask,Flask,,,,,
3238,Python,JavaScript,Redis,PostgreSQL,Heroku,Heroku,React.js,React.js,,,,,
3238,R,Python,SQLite,Redis,Linux,Linux,,Vue.js,,,,,
3238,,R,,SQLite,MacOS,MacOS,,,,,,,
3238,,,,,Slack,Slack,,,,,,,
3242,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Cassandra,AWS,AWS,jQuery,jQuery,Eclipse,,,,
3242,Java,JavaScript,MariaDB,Firebase,Docker,Docker,React.js,React.js,Notepad++,,,,
3242,JavaScript,PHP,MySQL,MariaDB,Google Cloud Platform,Google Cloud Platform,Spring,,PHPStorm,,,,
3242,PHP,SQL,Oracle,MongoDB,Linux,Linux,,,Visual Studio Code,,,,
3242,SQL,TypeScript,,MySQL,WordPress,WordPress,,,Xcode,,,,
3242,,,,,,,,,Zend,,,,
3243,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++,,,,
3243,C++,C#,Firebase,Firebase,AWS,AWS,Express,Django,Vim,,,,
3243,C#,HTML/CSS,MongoDB,MongoDB,Docker,Docker,,Express,Visual Studio Code,,,,
3243,HTML/CSS,Java,Microsoft SQL Server,,iOS,Google Cloud Platform,,Flask,Xcode,,,,
3243,Java,JavaScript,MySQL,,Kubernetes,iOS,,React.js,,,,,
3243,JavaScript,Kotlin,Oracle,,Linux,Kubernetes,,,,,,,
3243,Objective-C,Objective-C,,,MacOS,Linux,,,,,,,
3243,Python,Python,,,Windows,MacOS,,,,,,,
3243,SQL,R,,,,Microsoft Azure,,,,,,,
3243,Swift,SQL,,,,,,,,,,,
3243,,Swift,,,,,,,,,,,
3251,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,AWS,AWS,,React.js,Visual Studio Code,,,,
3251,Go,HTML/CSS,,PostgreSQL,Docker,Docker,,,,,,,
3251,Java,Python,,Redis,Kubernetes,Google Cloud Platform,,,,,,,
3251,Python,SQL,,,Linux,Kubernetes,,,,,,,
3251,Ruby,TypeScript,,,,Linux,,,,,,,
3251,SQL,,,,,,,,,,,,
3252,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,MariaDB,Docker,Docker,jQuery,jQuery,Eclipse,,,,
3252,HTML/CSS,HTML/CSS,MariaDB,MySQL,Slack,,Laravel,React.js,Notepad++,,,,
3252,Java,JavaScript,MySQL,Other(s):,,,,Vue.js,Visual Studio Code,,,,
3252,JavaScript,PHP,PostgreSQL,,,,,,,,,,
3252,PHP,SQL,,,,,,,,,,,
3252,SQL,WebAssembly,,,,,,,,,,,
3252,Other(s):,Other(s):,,,,,,,,,,,
3253,HTML/CSS,Dart,MySQL,MongoDB,Android,Android,React.js,Express,IntelliJ,,,,
3253,Java,HTML/CSS,,,iOS,AWS,Spring,React.js,Vim,,,,
3253,JavaScript,Java,,,Windows,Heroku,,Spring,Visual Studio Code,,,,
3253,,JavaScript,,,,iOS,,,,,,,
3253,,Ruby,,,,,,,,,,,
3253,,TypeScript,,,,,,,,,,,
3255,Bash/Shell/PowerShell,Go,Other(s):,Cassandra,Docker,Docker,Spring,Angular/Angular.js,Atom,,,,
3255,HTML/CSS,HTML/CSS,,Elasticsearch,IBM Cloud or Watson,IBM Cloud or Watson,Vue.js,React.js,Eclipse,,,,
3255,Java,Java,,PostgreSQL,Kubernetes,Kubernetes,,Spring,Visual Studio Code,,,,
3255,JavaScript,JavaScript,,Redis,,,,Vue.js,,,,,
3255,Python,Python,,,,,,,,,,,
3255,SQL,R,,,,,,,,,,,
3255,,Rust,,,,,,,,,,,
3255,,Scala,,,,,,,,,,,
3255,,TypeScript,,,,,,,,,,,
3257,C#,Python,Microsoft SQL Server,,Other(s):,iOS,Other(s):,React.js,Sublime Text,,,,
3257,HTML/CSS,Scala,Other(s):,,,Slack,,,Visual Studio,,,,
3257,JavaScript,Swift,,,,,,,,,,,
3257,Python,,,,,,,,,,,,
3257,SQL,,,,,,,,,,,,
3257,Other(s):,,,,,,,,,,,,
3265,C#,C#,,,Windows,Windows,Angular/Angular.js,Angular/Angular.js,PyCharm,,,,
3265,Go,Go,,,,,,,Visual Studio,,,,
3265,Python,Python,,,,,,,Visual Studio Code,,,,
3265,SQL,SQL,,,,,,,,,,,
3265,TypeScript,TypeScript,,,,,,,,,,,
3266,Assembly,Assembly,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio,,,,
3266,C#,C#,MySQL,MySQL,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio Code,,,,
3266,HTML/CSS,HTML/CSS,SQLite,SQLite,Windows,Windows,jQuery,jQuery,,,,,
3266,JavaScript,JavaScript,,,,,React.js,React.js,,,,,
3266,SQL,SQL,,,,,,,,,,,
3266,TypeScript,TypeScript,,,,,,,,,,,
3269,Assembly,Ruby,MySQL,MySQL,Android,Android,Drupal,Drupal,Android Studio,,,,
3269,C++,,Oracle,PostgreSQL,Google Cloud Platform,Google Cloud Platform,Ruby on Rails,Ruby on Rails,PyCharm,,,,
3269,HTML/CSS,,SQLite,SQLite,iOS,iOS,,,Visual Studio,,,,
3269,Java,,,,WordPress,WordPress,,,Visual Studio Code,,,,
3269,JavaScript,,,,,,,,,,,,
3269,Python,,,,,,,,,,,,
3271,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Elasticsearch,Android,Android,ASP.NET,jQuery,Android Studio,,,,
3271,C++,HTML/CSS,Couchbase,MariaDB,Docker,Linux,jQuery,Other(s):,Eclipse,,,,
3271,HTML/CSS,PHP,Elasticsearch,MySQL,Kubernetes,Raspberry Pi,Laravel,,Notepad++,,,,
3271,JavaScript,,MariaDB,Redis,Linux,Slack,Other(s):,,Vim,,,,
3271,PHP,,MongoDB,,Microsoft Azure,,,,Visual Studio Code,,,,
3271,Python,,Microsoft SQL Server,,Raspberry Pi,,,,Zend,,,,
3271,SQL,,MySQL,,Slack,,,,,,,,
3271,,,Oracle,,Windows,,,,,,,,
3271,,,PostgreSQL,,WordPress,,,,,,,,
3271,,,Redis,,,,,,,,,,
3271,,,SQLite,,,,,,,,,,
3272,Java,Java,PostgreSQL,Elasticsearch,,Android,React.js,React.js,IntelliJ,,,,
3272,JavaScript,JavaScript,,MongoDB,,iOS,Spring,Spring,,,,,
3272,PHP,,,Redis,,Slack,,,,,,,
3273,Bash/Shell/PowerShell,Python,MySQL,Elasticsearch,AWS,Arduino,Drupal,,PHPStorm,,,,
3273,HTML/CSS,Swift,Redis,Firebase,Google Cloud Platform,Docker,jQuery,,Sublime Text,,,,
3273,JavaScript,TypeScript,SQLite,MongoDB,Linux,Raspberry Pi,Laravel,,,,,,
3273,PHP,WebAssembly,,,MacOS,,Vue.js,,,,,,
3273,SQL,,,,Slack,,,,,,,,
3273,,,,,WordPress,,,,,,,,
3274,Dart,Dart,MariaDB,MariaDB,Android,Android,Django,Django,Android Studio,,,,
